duration_sec,start_time,end_time,start_station_id,end_station_id,bike_id,user_type,member_birth_year,member_gender,bike_share_for_all_trip,duration_min
2069,2019-02-28 19:50:20.027,2019-02-28 20:24:49.488,34.0,323.0,6220,Customer,1997.0,Female,No,34.483333333333334
2022,2019-02-28 19:51:06.643,2019-02-28 20:24:49.041,34.0,323.0,5948,Customer,1997.0,Male,No,33.7
2074,2019-02-28 19:50:14.548,2019-02-28 20:24:48.971,34.0,323.0,5962,Customer,1997.0,Female,No,34.56666666666667
2598,2019-02-28 19:41:08.983,2019-02-28 20:24:27.609,5.0,33.0,841,Customer,1980.0,Female,No,43.3
2557,2019-02-28 19:41:43.395,2019-02-28 20:24:20.575,5.0,33.0,6512,Customer,1980.0,Female,No,42.61666666666667
2615,2019-02-28 19:40:42.826,2019-02-28 20:24:18.627,5.0,33.0,802,Customer,1980.0,Female,No,43.583333333333336
658,2019-02-28 20:10:49.741,2019-02-28 20:21:48.187,93.0,17.0,5949,Customer,1992.0,Male,No,10.966666666666667
682,2019-02-28 20:10:00.939,2019-02-28 20:21:23.808,61.0,105.0,4806,Customer,1992.0,Male,No,11.366666666666667
559,2019-02-28 20:09:56.710,2019-02-28 20:19:16.685,74.0,368.0,5426,Customer,,,No,9.316666666666666
1128,2019-02-28 19:59:31.067,2019-02-28 20:18:19.902,139.0,49.0,6520,Customer,1985.0,Male,No,18.8
343,2019-02-28 20:11:10.807,2019-02-28 20:16:54.591,324.0,47.0,4639,Customer,1968.0,Male,No,5.716666666666667
426,2019-02-28 20:07:55.615,2019-02-28 20:15:01.964,17.0,5.0,1586,Customer,,,No,7.1
16804,2019-02-28 15:30:33.480,2019-02-28 20:10:38.106,5.0,70.0,6501,Customer,1974.0,Male,No,280.06666666666666
16768,2019-02-28 15:30:32.430,2019-02-28 20:10:01.410,5.0,70.0,2464,Customer,1974.0,Male,No,279.46666666666664
719,2019-02-28 19:54:58.282,2019-02-28 20:06:57.908,67.0,101.0,5133,Customer,1993.0,Male,No,11.983333333333333
701,2019-02-28 19:53:47.374,2019-02-28 20:05:28.611,5.0,74.0,425,Customer,1984.0,Male,No,11.683333333333334
1661,2019-02-28 19:37:20.934,2019-02-28 20:05:02.542,24.0,139.0,6228,Customer,1987.0,Male,No,27.683333333333334
1280,2019-02-28 19:42:13.432,2019-02-28 20:03:33.547,24.0,73.0,6558,Customer,1995.0,Male,No,21.333333333333332
2432,2019-02-28 19:18:37.439,2019-02-28 19:59:09.586,398.0,51.0,5043,Customer,1986.0,Female,No,40.53333333333333
900,2019-02-28 19:43:52.704,2019-02-28 19:58:53.619,160.0,235.0,5161,Customer,,,No,15.0
2402,2019-02-28 19:18:30.992,2019-02-28 19:58:33.562,398.0,51.0,4357,Customer,1986.0,Female,No,40.03333333333333
1126,2019-02-28 19:38:08.360,2019-02-28 19:56:54.806,79.0,96.0,600,Customer,1994.0,Male,No,18.766666666666666
1238,2019-02-28 19:35:38.060,2019-02-28 19:56:16.508,6.0,5.0,6123,Customer,1999.0,Male,No,20.633333333333333
1265,2019-02-28 19:35:07.134,2019-02-28 19:56:12.942,6.0,5.0,6070,Customer,1998.0,Female,No,21.083333333333332
711,2019-02-28 19:37:42.010,2019-02-28 19:49:33.102,25.0,324.0,6097,Customer,1983.0,Male,No,11.85
722,2019-02-28 19:36:51.586,2019-02-28 19:48:54.443,120.0,84.0,5826,Customer,1995.0,Female,No,12.033333333333333
702,2019-02-28 19:36:10.701,2019-02-28 19:47:53.439,116.0,355.0,3403,Customer,1994.0,Male,No,11.7
678,2019-02-28 19:36:27.483,2019-02-28 19:47:46.055,120.0,84.0,6175,Customer,1995.0,Male,No,11.3
817,2019-02-28 19:33:33.385,2019-02-28 19:47:11.240,25.0,122.0,5973,Customer,1991.0,Male,No,13.616666666666667
2345,2019-02-28 19:07:21.184,2019-02-28 19:46:27.049,21.0,66.0,5870,Customer,1980.0,Male,No,39.083333333333336
1096,2019-02-28 19:26:38.193,2019-02-28 19:44:55.025,17.0,86.0,4706,Customer,1989.0,Male,No,18.266666666666666
356,2019-02-28 19:37:43.922,2019-02-28 19:43:40.710,100.0,60.0,6555,Customer,1975.0,Male,No,5.933333333333334
1248,2019-02-28 19:22:40.047,2019-02-28 19:43:28.695,19.0,321.0,6206,Customer,1983.0,Male,No,20.8
856,2019-02-28 19:28:46.450,2019-02-28 19:43:02.530,100.0,129.0,4719,Customer,1991.0,Male,No,14.266666666666667
1194,2019-02-28 19:21:45.430,2019-02-28 19:41:40.078,91.0,17.0,4569,Customer,1988.0,Male,No,19.9
2225,2019-02-28 19:03:43.903,2019-02-28 19:40:49.719,371.0,4.0,5339,Customer,1999.0,Male,No,37.083333333333336
524,2019-02-28 19:31:44.032,2019-02-28 19:40:28.482,187.0,233.0,5884,Customer,1969.0,Male,No,8.733333333333333
3200,2019-02-28 18:46:44.597,2019-02-28 19:40:04.775,186.0,186.0,1271,Customer,1996.0,Female,No,53.333333333333336
3175,2019-02-28 18:47:04.953,2019-02-28 19:40:00.440,186.0,186.0,3598,Customer,1996.0,Female,No,52.916666666666664
1188,2019-02-28 19:17:38.266,2019-02-28 19:37:26.491,22.0,72.0,5827,Customer,1983.0,Male,No,19.8
702,2019-02-28 19:25:19.173,2019-02-28 19:37:01.195,15.0,67.0,5943,Customer,1959.0,Male,No,11.7
1887,2019-02-28 19:03:31.538,2019-02-28 19:34:59.194,371.0,324.0,5039,Customer,1999.0,Male,No,31.45
138,2019-02-28 19:31:41.771,2019-02-28 19:34:00.551,110.0,223.0,6533,Customer,1984.0,Male,No,2.3
1127,2019-02-28 19:14:37.637,2019-02-28 19:33:24.728,17.0,345.0,4944,Customer,1987.0,Male,No,18.783333333333335
533,2019-02-28 19:24:00.454,2019-02-28 19:32:53.747,126.0,66.0,5801,Customer,,,No,8.883333333333333
1716,2019-02-28 19:03:55.444,2019-02-28 19:32:31.956,4.0,371.0,6250,Customer,1993.0,Male,No,28.6
296,2019-02-28 19:26:04.775,2019-02-28 19:31:01.004,211.0,190.0,5678,Customer,1989.0,Female,No,4.933333333333334
807,2019-02-28 19:16:25.979,2019-02-28 19:29:53.506,284.0,74.0,5364,Customer,1985.0,Male,No,13.45
1843,2019-02-28 18:58:22.195,2019-02-28 19:29:05.372,50.0,370.0,6225,Customer,1987.0,Male,No,30.716666666666665
459,2019-02-28 19:20:24.633,2019-02-28 19:28:04.559,61.0,99.0,6566,Customer,1993.0,Male,No,7.65
950,2019-02-28 19:10:46.261,2019-02-28 19:26:37.079,80.0,73.0,6246,Customer,,,No,15.833333333333334
536,2019-02-28 19:15:40.673,2019-02-28 19:24:36.984,345.0,122.0,5898,Customer,1987.0,Male,No,8.933333333333334
1348,2019-02-28 19:01:50.621,2019-02-28 19:24:19.615,70.0,4.0,6553,Customer,1995.0,Male,No,22.466666666666665
491,2019-02-28 19:15:29.630,2019-02-28 19:23:40.849,375.0,95.0,6089,Customer,1984.0,Male,No,8.183333333333334
686,2019-02-28 19:11:17.613,2019-02-28 19:22:43.743,363.0,67.0,3020,Customer,1990.0,Male,No,11.433333333333334
494,2019-02-28 19:14:17.044,2019-02-28 19:22:31.372,258.0,240.0,5685,Customer,,,No,8.233333333333333
651,2019-02-28 19:11:16.832,2019-02-28 19:22:08.059,80.0,223.0,6335,Customer,1995.0,Male,No,10.85
308,2019-02-28 19:16:22.618,2019-02-28 19:21:31.021,90.0,91.0,6144,Customer,1986.0,Male,No,5.133333333333334
3138,2019-02-28 18:24:54.737,2019-02-28 19:17:13.432,15.0,6.0,5600,Customer,1998.0,Female,No,52.3
3197,2019-02-28 18:23:40.213,2019-02-28 19:16:57.540,15.0,6.0,4964,Customer,1999.0,Male,No,53.28333333333333
1236,2019-02-28 18:54:52.917,2019-02-28 19:15:29.437,67.0,147.0,6153,Customer,1992.0,Male,No,20.6
351,2019-02-28 19:08:45.333,2019-02-28 19:14:36.447,239.0,244.0,829,Customer,1997.0,Male,No,5.85
485,2019-02-28 19:06:21.708,2019-02-28 19:14:27.357,245.0,267.0,6368,Customer,,,No,8.083333333333334
492,2019-02-28 19:05:27.894,2019-02-28 19:13:40.079,343.0,21.0,6234,Customer,1983.0,Male,No,8.2
1162,2019-02-28 18:54:03.691,2019-02-28 19:13:26.150,93.0,8.0,385,Customer,,,No,19.366666666666667
499,2019-02-28 19:03:21.523,2019-02-28 19:11:41.147,182.0,194.0,5883,Customer,1992.0,Male,No,8.316666666666666
2941,2019-02-28 18:22:24.163,2019-02-28 19:11:25.919,125.0,67.0,6288,Customer,1995.0,Female,No,49.016666666666666
1182,2019-02-28 18:51:05.745,2019-02-28 19:10:48.076,21.0,6.0,6070,Customer,1987.0,Male,No,19.7
966,2019-02-28 18:54:25.069,2019-02-28 19:10:31.938,70.0,21.0,4751,Customer,,,No,16.1
207,2019-02-28 19:06:58.203,2019-02-28 19:10:25.576,81.0,80.0,2270,Customer,,,No,3.45
695,2019-02-28 18:58:41.549,2019-02-28 19:10:16.678,61.0,15.0,3068,Customer,1982.0,Male,No,11.583333333333334
1229,2019-02-28 18:49:23.021,2019-02-28 19:09:52.591,15.0,126.0,6123,Customer,1979.0,Female,No,20.483333333333334
1008,2019-02-28 18:51:27.377,2019-02-28 19:08:15.551,21.0,129.0,5568,Customer,1988.0,Male,No,16.8
399,2019-02-28 19:00:57.896,2019-02-28 19:07:37.243,28.0,8.0,6525,Customer,1986.0,Male,No,6.65
4222,2019-02-28 17:56:48.285,2019-02-28 19:07:10.497,381.0,381.0,5152,Customer,1993.0,Male,No,70.36666666666666
4169,2019-02-28 17:57:14.415,2019-02-28 19:06:44.173,381.0,381.0,5357,Customer,1993.0,Male,No,69.48333333333333
2243,2019-02-28 18:27:13.758,2019-02-28 19:04:37.075,259.0,259.0,5717,Customer,1980.0,Male,No,37.38333333333333
533,2019-02-28 18:54:20.393,2019-02-28 19:03:14.232,81.0,130.0,4967,Customer,1990.0,Male,No,8.883333333333333
1355,2019-02-28 18:39:16.324,2019-02-28 19:01:52.181,139.0,39.0,5035,Customer,,,No,22.583333333333332
945,2019-02-28 18:45:46.586,2019-02-28 19:01:32.243,67.0,95.0,5558,Customer,1991.0,Male,No,15.75
1832,2019-02-28 18:30:56.662,2019-02-28 19:01:29.163,175.0,175.0,6069,Customer,1996.0,Female,No,30.533333333333335
888,2019-02-28 18:46:38.411,2019-02-28 19:01:26.617,67.0,58.0,5964,Customer,1984.0,Male,No,14.8
338,2019-02-28 18:54:25.565,2019-02-28 19:00:03.639,28.0,80.0,6320,Customer,1993.0,Male,No,5.633333333333334
1239,2019-02-28 18:38:45.108,2019-02-28 18:59:24.860,285.0,70.0,6333,Customer,1995.0,Male,No,20.65
759,2019-02-28 18:45:40.152,2019-02-28 18:58:19.649,22.0,67.0,5335,Customer,1995.0,Male,No,12.65
383,2019-02-28 18:51:30.964,2019-02-28 18:57:54.041,97.0,122.0,5909,Customer,1985.0,Male,No,6.383333333333334
688,2019-02-28 18:46:07.112,2019-02-28 18:57:36.005,41.0,73.0,4996,Customer,1963.0,Male,No,11.466666666666667
269,2019-02-28 18:51:42.602,2019-02-28 18:56:11.924,245.0,238.0,1785,Customer,1975.0,Male,No,4.483333333333333
390,2019-02-28 18:49:31.454,2019-02-28 18:56:02.326,113.0,121.0,5875,Customer,1975.0,Male,No,6.5
956,2019-02-28 18:39:50.193,2019-02-28 18:55:47.085,81.0,108.0,6088,Customer,1988.0,Male,No,15.933333333333334
1465,2019-02-28 18:29:52.450,2019-02-28 18:54:17.475,238.0,262.0,52,Customer,,,No,24.416666666666668
525,2019-02-28 18:45:21.580,2019-02-28 18:54:07.286,201.0,197.0,1722,Customer,1987.0,Male,No,8.75
750,2019-02-28 18:40:01.751,2019-02-28 18:52:32.561,8.0,81.0,4967,Customer,1989.0,Female,No,12.5
129,2019-02-28 18:49:57.949,2019-02-28 18:52:07.595,239.0,247.0,4910,Customer,1997.0,Male,No,2.15
389,2019-02-28 18:44:10.806,2019-02-28 18:50:40.456,28.0,9.0,5122,Customer,1988.0,Female,No,6.483333333333333
1286,2019-02-28 18:28:35.555,2019-02-28 18:50:02.257,5.0,355.0,5218,Customer,1989.0,Male,No,21.433333333333334
403,2019-02-28 18:42:57.654,2019-02-28 18:49:41.121,47.0,88.0,5972,Customer,1978.0,Male,No,6.716666666666667
2063,2019-02-28 18:14:54.538,2019-02-28 18:49:17.919,15.0,13.0,4826,Customer,1967.0,Male,No,34.38333333333333
3645,2019-02-28 17:47:58.920,2019-02-28 18:48:44.623,171.0,18.0,1363,Customer,1974.0,Female,No,60.75
538,2019-02-28 18:39:19.425,2019-02-28 18:48:17.697,370.0,74.0,6090,Customer,,,No,8.966666666666667
323,2019-02-28 18:42:13.077,2019-02-28 18:47:37.041,182.0,178.0,4992,Customer,,,No,5.383333333333334
9174,2019-02-28 16:14:40.336,2019-02-28 18:47:35.285,284.0,22.0,6610,Customer,1997.0,Male,No,152.9
906,2019-02-28 18:32:01.005,2019-02-28 18:47:07.288,66.0,5.0,3675,Customer,1989.0,Male,No,15.1
345,2019-02-28 18:40:29.076,2019-02-28 18:46:14.375,44.0,4.0,6250,Customer,1977.0,Male,No,5.75
1087,2019-02-28 18:27:56.620,2019-02-28 18:46:03.995,343.0,371.0,2340,Customer,1991.0,Male,No,18.116666666666667
469,2019-02-28 18:37:34.732,2019-02-28 18:45:24.241,95.0,110.0,3678,Customer,1995.0,Female,No,7.816666666666666
409,2019-02-28 18:38:26.848,2019-02-28 18:45:15.960,110.0,62.0,6280,Customer,1969.0,Male,No,6.816666666666666
732,2019-02-28 18:32:48.794,2019-02-28 18:45:01.235,24.0,50.0,987,Customer,,,No,12.2
561,2019-02-28 18:31:41.616,2019-02-28 18:41:03.085,178.0,202.0,3466,Customer,1984.0,Male,No,9.35
711,2019-02-28 18:28:20.111,2019-02-28 18:40:11.436,258.0,253.0,5718,Customer,1993.0,Male,No,11.85
511,2019-02-28 18:31:25.296,2019-02-28 18:39:56.934,60.0,115.0,5517,Customer,1989.0,Male,No,8.516666666666667
1389,2019-02-28 18:16:25.090,2019-02-28 18:39:34.101,371.0,21.0,5568,Customer,1970.0,Male,No,23.15
577,2019-02-28 18:29:37.376,2019-02-28 18:39:15.220,284.0,15.0,4930,Customer,1988.0,Male,No,9.616666666666667
1334,2019-02-28 18:16:59.744,2019-02-28 18:39:14.707,371.0,21.0,6148,Customer,1970.0,Male,No,22.233333333333334
1146,2019-02-28 18:19:14.707,2019-02-28 18:38:21.017,364.0,109.0,3589,Customer,1995.0,Male,No,19.1
281,2019-02-28 18:33:14.578,2019-02-28 18:37:55.700,386.0,142.0,4671,Customer,1989.0,Female,No,4.683333333333334
536,2019-02-28 18:27:53.146,2019-02-28 18:36:49.455,93.0,124.0,6312,Customer,1996.0,Female,No,8.933333333333334
1546,2019-02-28 18:10:55.547,2019-02-28 18:36:41.749,74.0,355.0,4369,Customer,1983.0,Female,No,25.766666666666666
1124,2019-02-28 18:17:12.965,2019-02-28 18:35:57.412,21.0,67.0,2706,Customer,1991.0,Male,No,18.733333333333334
602,2019-02-28 18:25:34.787,2019-02-28 18:35:36.890,121.0,137.0,4653,Customer,1988.0,Female,No,10.033333333333333
539,2019-02-28 18:26:36.397,2019-02-28 18:35:35.585,28.0,90.0,6551,Customer,1986.0,Male,No,8.983333333333333
1275,2019-02-28 18:14:18.851,2019-02-28 18:35:34.178,125.0,15.0,5822,Customer,1968.0,Male,No,21.25
272,2019-02-28 18:30:50.097,2019-02-28 18:35:22.852,182.0,232.0,5613,Customer,1983.0,Other,No,4.533333333333333
531,2019-02-28 18:25:51.566,2019-02-28 18:34:43.468,21.0,67.0,5314,Customer,1989.0,Male,No,8.85
492,2019-02-28 18:25:40.115,2019-02-28 18:33:52.620,58.0,107.0,6151,Customer,,,No,8.2
1011,2019-02-28 18:16:30.955,2019-02-28 18:33:22.391,21.0,123.0,6573,Customer,1983.0,Male,No,16.85
475,2019-02-28 18:25:24.449,2019-02-28 18:33:20.338,245.0,248.0,5784,Customer,1964.0,Male,No,7.916666666666667
489,2019-02-28 18:24:52.639,2019-02-28 18:33:02.566,99.0,79.0,5247,Customer,1994.0,Male,No,8.15
774,2019-02-28 18:20:05.997,2019-02-28 18:33:00.828,182.0,193.0,1762,Customer,1984.0,Female,No,12.9
496,2019-02-28 18:24:32.103,2019-02-28 18:32:48.801,99.0,79.0,6077,Customer,1994.0,Male,No,8.266666666666667
738,2019-02-28 18:19:16.374,2019-02-28 18:31:34.887,63.0,5.0,6438,Customer,,,No,12.3
1228,2019-02-28 18:10:32.908,2019-02-28 18:31:01.843,147.0,350.0,6070,Customer,1989.0,Female,No,20.466666666666665
239,2019-02-28 18:26:08.327,2019-02-28 18:30:08.032,134.0,121.0,6481,Customer,1979.0,Male,No,3.9833333333333334
906,2019-02-28 18:14:18.764,2019-02-28 18:29:25.169,81.0,355.0,3531,Customer,1986.0,Male,No,15.1
628,2019-02-28 18:18:31.330,2019-02-28 18:28:59.826,22.0,323.0,3243,Customer,1993.0,Male,No,10.466666666666667
392,2019-02-28 18:21:52.897,2019-02-28 18:28:25.157,368.0,19.0,5960,Customer,1980.0,Female,No,6.533333333333333
2860,2019-02-28 17:40:16.464,2019-02-28 18:27:56.522,24.0,369.0,230,Customer,1992.0,Female,No,47.666666666666664
9424,2019-02-28 15:50:03.285,2019-02-28 18:27:07.429,187.0,187.0,932,Customer,1990.0,Male,No,157.06666666666666
9254,2019-02-28 15:52:40.635,2019-02-28 18:26:55.391,187.0,187.0,2357,Customer,,,No,154.23333333333332
1316,2019-02-28 18:04:29.605,2019-02-28 18:26:25.627,19.0,131.0,4557,Customer,1989.0,Male,No,21.933333333333334
221,2019-02-28 18:21:47.335,2019-02-28 18:25:29.116,104.0,81.0,6261,Customer,1980.0,Male,No,3.683333333333333
792,2019-02-28 18:10:32.204,2019-02-28 18:23:44.747,23.0,92.0,3237,Customer,1981.0,Male,No,13.2
507,2019-02-28 18:14:29.669,2019-02-28 18:22:57.206,100.0,144.0,5862,Customer,1995.0,Male,No,8.45
863,2019-02-28 18:07:25.308,2019-02-28 18:21:48.867,121.0,3.0,5909,Customer,1989.0,Female,No,14.383333333333333
442,2019-02-28 18:14:11.647,2019-02-28 18:21:33.758,252.0,241.0,5605,Customer,1993.0,Other,No,7.366666666666666
505,2019-02-28 18:12:27.720,2019-02-28 18:20:52.898,182.0,194.0,6021,Customer,1982.0,Male,No,8.416666666666666
637,2019-02-28 18:09:56.333,2019-02-28 18:20:33.345,80.0,355.0,5387,Customer,,,No,10.616666666666667
693,2019-02-28 18:08:56.004,2019-02-28 18:20:29.160,363.0,89.0,5248,Customer,1983.0,Male,No,11.55
175,2019-02-28 18:17:33.115,2019-02-28 18:20:28.578,49.0,36.0,6194,Customer,1981.0,Male,No,2.9166666666666665
1201,2019-02-28 18:00:11.268,2019-02-28 18:20:12.388,70.0,5.0,370,Customer,1984.0,Male,No,20.016666666666666
135,2019-02-28 18:17:56.866,2019-02-28 18:20:11.909,257.0,259.0,5700,Customer,1980.0,Male,No,2.25
